Question,Answer,Title,DOI,Authors
What is the typical pH level of biochar?,D,"Effects of Compost and Biochar Addition on Corn Growth Attributes, Yield, and Soil CO2 and N2O Fluxes Under Heavy Rain and Waterlogging Conditions",https://doi.org/10.12345/example,"['H-NC Cho', 'J-SC']"
What is the role of soil organic matter in agriculture?,C,"Effects of Compost and Biochar Addition on Corn Growth Attributes, Yield, and Soil CO2 and N2O Fluxes Under Heavy Rain and Waterlogging Conditions",https://doi.org/10.12345/example,"['H-NC Cho', 'J-SC']"
What does a high cation exchange capacity (CEC) indicate about a soil?,C,"Effects of Compost and Biochar Addition on Corn Growth Attributes, Yield, and Soil CO2 and N2O Fluxes Under Heavy Rain and Waterlogging Conditions",https://doi.org/10.12345/example,"['H-NC Cho', 'J-SC']"
What soil property is measured using the Kjeldahl method?,C,"Effects of Compost and Biochar Addition on Corn Growth Attributes, Yield, and Soil CO2 and N2O Fluxes Under Heavy Rain and Waterlogging Conditions",https://doi.org/10.12345/example,"['H-NC Cho', 'J-SC']"
What is the primary medical application of Silver-111 due to its β−-emission properties?,A,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Why is Silver-111 considered an attractive candidate for theranostic applications?,B,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Which of the following radioisotopes is known to have decay properties similar to Silver-111?,C,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
What is the nuclear reaction involved in the production of Silver-111?,B,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Which isotope of palladium is mandatory to obtain Silver-111 in high molar activity for medical applications?,C,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Which method has been validated for the separation of Silver-111 from palladium in the context of radionuclide production?,B,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Which analytical technique is used to assess the purity of separated Silver-111?,C,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Which palladium isotope's presence in natural palladium can lead to the production of additional silver species when producing Silver-111?,A,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
Why is the formulation of Silver-111 in highly concentrated acidic solutions unsuitable for direct labeling of biological tumor-seeking vectors?,D,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
What factor can significantly affect the molar activity of Silver-111 produced from palladium targets?,A,Development of a Chromatographic Separation Method for the Purification of Reactor-Produced Silver-111,https://doi.org/10.12345/example,['Tosato et al.']
What is the term used to describe the blockage of blood supply due to blood clots in the arteries?,A,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
Which components are primarily involved in the growth of a thrombus?,C,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What is the term for the narrowing of blood vessels?,B,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
Which diagnostic index is used to evaluate lesion severity in blood vessels?,C,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What is the role of high wall shear rates in thrombosis?,B,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
How does the presence of multiple stenoses compare to single stenoses in terms of impact on blood flow?,D,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What factor has been found to affect the pressure drop across stenoses?,B,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What is likely to develop in post-stenotic sections due to recirculation zones and flow separation?,C,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What type of model is used to mimic the shape of human arteries in thrombosis research?,C,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What is a common observation when monitoring thrombus formation in blood vessels?,C,Thrombosis Formation in Multiple Stenoses: In Vitro Study Using Microfluidics,https://doi.org/10.1186/s40486-022-00295-7,"['Flores Marcial', 'et al.']"
What is considered a major contributor to thrombus formation related to hemodynamic factors?,B,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
Which of the following is NOT a component of Virchow's triad?,D,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What is a 'red thrombus' primarily composed of?,C,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What primarily constitutes a 'white thrombus' in arteries?,B,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What is one of the inherent advantages of microfluidic systems for thrombosis analysis?,C,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
Which material is commonly used in soft lithography to create microfluidic chips?,B,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What is often used to coat the surface of microchannels to prevent unintentional thrombus formation?,C,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What is a key feature of laminar flow within microfluidic chips?,C,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
Which technique is commonly used to observe thrombus formation in real-time?,A,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What aspect of thrombi can be examined using scanning electron microscopy?,C,"Microfluidic Systems for Thrombosis Analysis: Fabrication, Design, and Analysis Methods",https://doi.org/10.1186/s40486-023-00211-5,"['Woo‑Tae Park', 'et al.']"
What is the role of citrate in the synthesis of silver nanoparticles?,C,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
Which property of metal nanoparticles is particularly advantageous for developing amperometric sensors?,B,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
"What is the characteristic feature of Azure A, a phenothiazine dye, when used in electrochemical sensors?",B,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
How does pH affect the electrochemical behavior of modified electrodes?,C,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
What does a lower detection limit in an amperometric sensor indicate?,C,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
What is an indicator of a modified electrode's stability?,C,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
What physiological function is regulated by Epinephrine in the body?,B,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
What does the presence of distinct redox peaks in the cyclic voltammograms of a modified electrode indicate?,C,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
What is the effect of silver nanoclusters on the electrocatalytic oxidation of Epinephrine (EP)?,A,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
Why are electrochemical methods suitable for the detection of Epinephrine in body fluids?,B,Development of an Electrochemical Sensor for the Detection of Epinephrine using Azure A-capped Silver Nanoparticles,https://doi.org/10.1186/s12345-6789,"['Priya', 'R. Suresh Babu', 'S. Sriman Narayanan']"
What is lycopene known for in the context of its chemical properties and industrial application?,B,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
Why is Yarrowia lipolytica considered a promising chassis for lycopene production?,B,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
Which genes are key to enabling Yarrowia lipolytica to biosynthesize lycopene?,A,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
What is the role of the mevalonate pathway in the biosynthesis of lycopene?,C,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
Which gene editing tool has been developed for targeted and efficient genetic modifications in Yarrowia lipolytica?,C,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
What alternative approach can be used for integrating DNA into Yarrowia lipolytica's genome?,A,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
Why might lipid accumulation in Yarrowia lipolytica be beneficial for lycopene production?,C,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
What was the lycopene yield achieved in Yarrowia lipolytica using a 5-L fed-batch fermentation system?,B,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
Which enzyme catalyzes the condensation of two geranylgeranyl diphosphate (GGPP) molecules to form phytoene in the lycopene biosynthesis pathway?,A,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
Which precursor is essential for the biosynthesis of isopentenyl diphosphate (IPP) in the mevalonate pathway?,C,Engineering Yarrowia lipolytica for Efficient Lycopene Production,https://doi.org/10.1186/s40643-023-00697-6,"['Zhen Luo', 'Jiang-Ting Shi']"
What is the role of cytokines produced by keratinocytes in response to UVB exposure?,B,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which type of MMP is primarily implicated in the breakdown of collagen fibers leading to skin aging?,B,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which kinases are part of the MAPK signaling pathway?,A,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which ginsenoside has been reported to have potential anti-aging effects on skin by inhibiting MMP-1 expression?,C,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which type of UV radiation is primarily responsible for photoaging due to its ability to reach the dermis?,A,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which cytokines are known to increase MMP-1 expression in dermal fibroblasts?,C,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which kinases in the MAPK pathway were found to be inhibited by ginsenoside Rg2?,C,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which layer of the skin does UVB primarily affect?,A,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which transcription factor is known to increase MMP-1 expression through phosphorylation?,B,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
Which of the following is NOT an extrinsic factor known to cause skin aging?,C,Inhibitory effect of ginsenoside Rg2 on MMP-1 expression in UVB-irradiated keratinocyte-conditioned medium,https://doi.org/10.12345/example,"['Yong-Min Kim', 'et al.']"
What is the primary phase transformation targeted during laser surface hardening of carbon steels?,B,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
What is the consequence of the fast heating and cooling rates during laser surface hardening?,C,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
What is the primary microstructural change that occurs in hypo-eutectoid steels during austenitization?,A,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
Why is carbon diffusion considered negligible during the laser surface hardening process?,B,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
What is the primary cooling mechanism in laser surface hardening?,C,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
What is the characteristic size of the perlite colony in steel microstructure?,B,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
"During the austenitization of steel, where does the carbide diffusion in the austenite mainly occur?",B,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
What integral transformation parameter is introduced in the modeling of laser surface hardening?,A,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
"In the context of carbon diffusivity, what does the symbol 'Q' represent?",C,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
What is the typical carbon content range for C45 carbon steel?,A,A novel simplified approach for laser surface hardening modelling,https://doi.org/10.1186/s40712-020-00124-0,['Orazi et al.']
Which of the following substances is commonly used for disinfection of initial plant material in tissue culture?,A,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
Which nanomaterial is most widely used for its antimicrobial activity in plant tissue cultures?,B,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
What can be used to reinforce the antimicrobial activity of reduced graphene oxide (rGO)?,B,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
What term is used to describe bacteria that live inside plant tissues without causing apparent disease?,C,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
Which of the following is a characteristic of the genus Curtobacterium?,C,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
What is one of the roles of Curtobacterium species in natural environments?,B,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
Which molecular technique is commonly used for the identification of bacterial isolates based on genetic material?,A,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
Which metal is not mentioned as a component of the nanocomposites used for antibacterial activity in the text?,D,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
What is the term for the lowest concentration of an antimicrobial substance that prevents visible growth of a bacterium after overnight incubation?,A,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
What does the abbreviation 'cfu' stand for in microbiological assays?,A,Nanomaterials for Curtobacterium sp. Elimination in Prunus Rootstock Tissue Cultures,https://doi.org/10.1186/s40538-024-00251-7,['Dorota Tekielska']
What is the approximate Young's modulus of tungsten disulfide nanotubes?,A,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
Into what substance does polylactic acid (PLA) degrade under physiological conditions?,B,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
What is one of the limitations of polylactic acid (PLA) that affects its applications?,C,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
What is the effect of adding organic or inorganic fillers to the polylactic acid (PLA) matrix?,B,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
What are the essential requirements for fillers used in biomedical applications of polymer composites?,B,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
How does the cytotoxicity of tungsten disulfide (WS2) nanotubes compare to other nanoparticles?,C,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
What was the observed effect on the mechanical properties of polylactic acid (PLA) when tungsten disulfide (WS2) nanotubes were added?,B,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
What process was used to induce crystallization in polylactic acid (PLA) nanocomposite films containing tungsten disulfide (WS2) nanotubes?,D,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
How was the dispersion of tungsten disulfide (WS2) nanotubes in the polylactic acid (PLA) matrix described?,B,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
What thermal property of polylactic acid (PLA) nanocomposite films was investigated using Differential Scanning Calorimetry (DSC)?,C,Tungsten Disulfide Nanotubes as Fillers for Polylactide Nanocomposites,https://doi.org/10.1186/s42252-021-00016-2,"['Fausta Loffredo', 'Tidilu M. Loffredo']"
"Which type of flow is characterized by a laminar regime and can be modified by changing the channel geometry, adding an external heating source, or altering the initial flow conditions?",B,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
"What parameter, often used in fluid dynamics to characterize different types of fluid flow, can be varied from 100 to 500 to investigate the behavior of nanofluids in a channel?",C,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
"Which dimensionless number, indicative of the efficiency of heat transfer in fluid systems, was found to have the highest value when using SiO2 nanofluids?",D,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
"Which of the following nanoparticles, when added to water as a base fluid, can form a nanofluid?",B,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
What property of nanofluids is enhanced by the addition of nanoparticles such as aluminum oxide or silicon dioxide?,C,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
What term is used to describe the percentage of nanoparticles dispersed within a base fluid in a nanofluid?,C,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
"In the context of channel flow, what term refers to the height of an obstruction or change in channel geometry that can influence fluid flow and heat transfer?",B,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
"In the preparation of nanofluids, what range of nanoparticle diameters was considered in the study?",B,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
What does the term 'adiabatic' refer to when describing the conditions of a surface in fluid dynamics?,D,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
What is the term 'heat flux' used to describe in the context of heat transfer in fluid systems?,B,Laminar 2-D Blended Convection of Nanofluids at Different Volume Fractions,https://doi.org/10.1186/s40712-019-0105-6,"['Al-Obaidi', 'Yusoff', 'Mohebbi', 'Hashim', 'Ma']"
What shapes are commonly used for high-pressure vessels?,A,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
What is the minimum ratio of thickness to internal radius for a high-pressure vessel to be considered thick-walled?,C,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
What are the discontinuities in a high-pressure vessel that can lead to stress concentrations?,A,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
What types of stress concentration factors are calculated for high-pressure vessels?,A,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
What can be the consequences of pressure vessel failures?,A,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
Which processes are performed at the manufacturing stage of pressure vessels to increase their strength?,A,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
What is the purpose of cross bores in high-pressure vessels?,C,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
How does the size of a cross bore affect the stress concentration factor in a high-pressure vessel?,B,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
Which cross bore shape has been found to reduce stress concentration factors when compared to circular cross bores?,B,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
What is the effect of offsetting a cross bore from the radial line in a high-pressure vessel?,C,Effect of Cross Bore Configuration Geometry on Stress Concentration in High-Pressure Vessels,https://doi.org/10.1186/s40712-019-0101-x,"['Nziu', 'Masu']"
How does the specific heat capacity of a carbon/polyamide composite change with temperature?,B,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
What is the relationship between the CTE values in the fiber direction and the transverse direction of a carbon/polyamide composite?,B,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
What happens to the density of a carbon/polyamide composite as the temperature increases?,B,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
How does the thermal conductivity in the fiber direction of a carbon/polyamide composite change with temperature?,B,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
What happens to the specific heat capacity of a carbon/polyamide composite at the glass transition temperature?,C,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
What is observed regarding the specific heat capacity of a carbon/polyamide composite at the melting temperature?,B,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
How does the thermal diffusivity of a carbon/polyamide composite change with temperature in the fiber direction?,B,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
What is the effect of fiber orientation on the thermal diffusivity of a carbon/polyamide composite?,D,Temperature Dependence of Thermophysical Properties of Carbon/Polyamide 410 Composite,https://doi.org/10.1186/s12345-6789,"['Kasahun Niguse Asfew', 'Jan Ivens', 'David Moens']"
